api_fullname;api_lib_id;lib_name;query;query_rank;didactic;loc;tokens;tokens_density;comments;comments_ratio;readability;reusability;api_count;api_ratio;cosine_sim;soft_cosine_sim
org.apache.commons.lang3.StringUtils.split;2;ApacheCommons;StringUtils split;4;1;9;33;3.67;1;0.11;0.80;1.0;3;0.09;0.3;0.29
org.apache.commons.lang3.StringUtils.split;3;ApacheCommons;StringUtils split;8;1;2;14;7.0;0;0.0;0.80;1.0;4;0.29;0.53;0.57
org.apache.commons.lang3.StringUtils.split;4;ApacheCommons;StringUtils split;5;1;7;27;3.86;0;0.0;0.77;1.0;2;0.07;0.18;0.24
org.apache.commons.lang3.StringUtils.split;5;ApacheCommons;StringUtils split;10;1;6;20;3.33;0;0.0;0.68;1.0;2;0.1;0.27;0.33
org.apache.commons.lang3.StringUtils.split;6;ApacheCommons;StringUtils split;6;0;21;76;3.62;2;0.1;0.16;0.62;2;0.03;0.09;0.08
org.apache.commons.lang3.StringUtils.split;7;ApacheCommons;StringUtils split;1;0;21;69;3.29;0;0.0;0.23;0.5;6;0.09;0.33;0.33
org.apache.commons.lang3.StringUtils.split;8;ApacheCommons;StringUtils split;3;0;21;76;3.62;0;0.0;0.19;0.6;3;0.04;0.13;0.12
org.apache.commons.lang3.StringUtils.split;9;ApacheCommons;StringUtils split;2;0;21;86;4.1;0;0.0;0.10;0.75;6;0.07;0.28;0.27
org.apache.commons.lang3.StringUtils.split;10;ApacheCommons;StringUtils split;9;0;7;29;4.14;0;0.0;0.38;1.0;4;0.14;0.35;0.34
org.apache.commons.lang3.StringUtils.substringBefore;1;ApacheCommons;StringUtils substringBefore;7;1;8;28;3.5;0;0.0;0.75;1.0;16;0.57;0.83;0.83
org.apache.commons.lang3.StringUtils.substringBefore;2;ApacheCommons;StringUtils substringBefore;5;1;16;69;4.31;0;0.0;0.17;1.0;28;0.41;0.74;0.73
org.apache.commons.lang3.StringUtils.substringBefore;3;ApacheCommons;StringUtils substringBefore;4;1;4;20;5.0;0;0.0;0.74;1.0;3;0.15;0.42;0.39
org.apache.commons.lang3.StringUtils.substringBefore;4;ApacheCommons;StringUtils substringBefore;10;1;5;19;3.8;5;1.0;0.05;0.17;6;0.32;0.59;0.59
org.apache.commons.lang3.StringUtils.substringBefore;5;ApacheCommons;StringUtils substringBefore;6;1;11;44;4.0;0;0.0;0.73;1.0;22;0.5;0.82;0.82
org.apache.commons.lang3.StringUtils.substringBefore;6;ApacheCommons;StringUtils substringBefore;3;0;17;54;3.18;0;0.0;0.45;0.4;6;0.11;0.33;0.33
org.apache.commons.lang3.StringUtils.substringBefore;7;ApacheCommons;StringUtils substringBefore;2;0;16;83;5.19;0;0.0;0.26;0.67;10;0.12;0.36;0.36
org.apache.commons.lang3.StringUtils.substringBefore;8;ApacheCommons;StringUtils substringBefore;9;0;7;25;3.57;0;0.0;0.78;1.0;6;0.24;0.42;0.42
org.apache.commons.lang3.StringUtils.substringBefore;9;ApacheCommons;StringUtils substringBefore;8;0;8;38;4.75;0;0.0;0.56;0.75;9;0.24;0.56;0.54
org.apache.commons.lang3.StringUtils.substringBefore;10;ApacheCommons;StringUtils substringBefore;1;0;28;102;3.64;0;0.0;0.26;1.0;23;0.23;0.48;0.47
org.apache.commons.lang3.StringUtils.trimToNull;1;ApacheCommons;StringUtils trimToNull;8;1;5;18;3.6;0;0.0;0.77;1.0;10;0.56;0.78;0.78
org.apache.commons.lang3.StringUtils.trimToNull;2;ApacheCommons;StringUtils trimToNull;9;1;6;28;4.67;0;0.0;0.70;1.0;8;0.29;0.6;0.6
org.apache.commons.lang3.StringUtils.trimToNull;3;ApacheCommons;StringUtils trimToNull;5;1;12;52;4.33;0;0.0;0.40;0.67;18;0.35;0.65;0.64
org.apache.commons.lang3.StringUtils.trimToNull;4;ApacheCommons;StringUtils trimToNull;6;1;8;29;3.62;0;0.0;0.60;1.0;16;0.55;0.82;0.81
org.apache.commons.lang3.StringUtils.trimToNull;5;ApacheCommons;StringUtils trimToNull;7;1;6;32;5.33;0;0.0;0.58;1.0;9;0.28;0.61;0.47
org.apache.commons.lang3.StringUtils.trimToNull;6;ApacheCommons;StringUtils trimToNull;2;0;19;59;3.11;0;0.0;0.14;1.0;4;0.07;0.19;0.18
org.apache.commons.lang3.StringUtils.trimToNull;7;ApacheCommons;StringUtils trimToNull;1;0;19;72;3.79;0;0.0;0.16;0.75;4;0.06;0.17;0.16
org.apache.commons.lang3.StringUtils.trimToNull;8;ApacheCommons;StringUtils trimToNull;4;0;19;63;3.32;0;0.0;0.30;0.62;2;0.03;0.11;0.1
org.apache.commons.lang3.StringUtils.trimToNull;9;ApacheCommons;StringUtils trimToNull;3;0;13;38;2.92;0;0.0;0.50;0.8;2;0.05;0.17;0.16
org.apache.commons.lang3.StringUtils.trimToNull;10;ApacheCommons;StringUtils trimToNull;10;0;6;18;3.0;0;0.0;0.70;1.0;3;0.17;0.34;0.34
org.springframework.boot.SpringApplication.addListeners;1;SpringFramework;SpringApplication addListeners;7;1;11;41;3.73;0;0.0;0.39;0.7;3;0.07;0.24;0.12
org.springframework.boot.SpringApplication.addListeners;2;SpringFramework;SpringApplication addListeners;10;1;10;25;2.5;0;0.0;0.68;0.6;6;0.24;0.57;0.18
org.springframework.boot.SpringApplication.addListeners;3;SpringFramework;SpringApplication addListeners;3;1;9;55;6.11;2;0.22;0.67;0.86;6;0.11;0.42;0.11
org.springframework.boot.SpringApplication.addListeners;4;SpringFramework;SpringApplication addListeners;5;1;8;23;2.88;0;0.0;0.60;0.8;6;0.26;0.58;0.21
org.springframework.boot.SpringApplication.addListeners;5;SpringFramework;SpringApplication addListeners;6;1;10;30;3.0;1;0.1;0.77;0.6;3;0.1;0.29;0.14
org.springframework.boot.SpringApplication.addListeners;6;SpringFramework;SpringApplication addListeners;2;0;22;99;4.5;4;0.18;0.61;0.86;3;0.03;0.14;0.06
org.springframework.boot.SpringApplication.addListeners;7;SpringFramework;SpringApplication addListeners;4;0;6;24;4.0;0;0.0;0.15;0.5;6;0.25;0.61;0.21
org.springframework.boot.SpringApplication.addListeners;8;SpringFramework;SpringApplication addListeners;8;0;6;24;4.0;1;0.17;0.76;0.5;7;0.29;0.6;0.19
org.springframework.boot.SpringApplication.addListeners;9;SpringFramework;SpringApplication addListeners;9;0;5;21;4.2;0;0.0;0.62;0.75;6;0.29;0.63;0.22
org.springframework.boot.SpringApplication.addListeners;10;SpringFramework;SpringApplication addListeners;1;0;6;26;4.33;1;0.17;0.80;0.8;7;0.27;0.59;0.17
org.springframework.boot.SpringApplication.exit;1;SpringFramework;SpringApplication exit;8;1;11;27;2.45;0;0.0;0.86;0.83;4;0.15;0.43;0.38
org.springframework.boot.SpringApplication.exit;2;SpringFramework;SpringApplication exit;2;1;23;59;2.57;0;0.0;0.85;0.78;4;0.07;0.22;0.2
org.springframework.boot.SpringApplication.exit;3;SpringFramework;SpringApplication exit;9;1;11;25;2.27;0;0.0;0.78;0.86;4;0.16;0.43;0.42
org.springframework.boot.SpringApplication.exit;4;SpringFramework;SpringApplication exit;3;1;14;34;2.43;1;0.07;0.86;0.88;4;0.12;0.37;0.3
org.springframework.boot.SpringApplication.exit;5;SpringFramework;SpringApplication exit;1;1;18;44;2.44;2;0.11;0.82;0.88;4;0.09;0.29;0.24
org.springframework.boot.SpringApplication.exit;6;SpringFramework;SpringApplication exit;5;0;20;73;3.65;1;0.05;0.67;0.78;2;0.03;0.14;0.09
org.springframework.boot.SpringApplication.exit;7;SpringFramework;SpringApplication exit;10;0;11;61;5.55;0;0.0;0.23;0.46;3;0.05;0.2;0.1
org.springframework.boot.SpringApplication.exit;8;SpringFramework;SpringApplication exit;4;0;12;38;3.17;0;0.0;0.45;0.67;4;0.11;0.34;0.15
org.springframework.boot.SpringApplication.exit;9;SpringFramework;SpringApplication exit;6;0;14;32;2.29;0;0.0;0.60;0.5;2;0.06;0.18;0.13
org.springframework.boot.SpringApplication.exit;10;SpringFramework;SpringApplication exit;7;0;9;36;4.0;2;0.22;0.78;0.83;2;0.06;0.2;0.15
org.springframework.boot.SpringApplication.run;1;SpringFramework;SpringApplication run;7;1;17;49;2.88;0;0.0;0.68;0.89;2;0.04;0.15;0.11
org.springframework.boot.SpringApplication.run;2;SpringFramework;SpringApplication run;6;1;10;33;3.3;0;0.0;0.85;0.88;3;0.09;0.3;0.33
org.springframework.boot.SpringApplication.run;3;SpringFramework;SpringApplication run;4;1;18;54;3.0;0;0.0;0.85;0.75;3;0.06;0.18;0.19
org.springframework.boot.SpringApplication.run;4;SpringFramework;SpringApplication run;2;1;11;33;3.0;2;0.18;0.89;0.83;3;0.09;0.28;0.28
org.springframework.boot.SpringApplication.run;5;SpringFramework;SpringApplication run;9;1;7;17;2.43;0;0.0;0.82;0.8;2;0.12;0.28;0.23
org.springframework.boot.SpringApplication.run;6;SpringFramework;SpringApplication run;3;0;26;95;3.65;4;0.15;0.67;0.89;3;0.03;0.15;0.14
org.springframework.boot.SpringApplication.run;7;SpringFramework;SpringApplication run;8;0;11;53;4.82;0;0.0;0.90;0.67;2;0.04;0.12;0.09
org.springframework.boot.SpringApplication.run;8;SpringFramework;SpringApplication run;10;0;14;33;2.36;5;0.36;0.73;0.55;2;0.06;0.2;0.19
org.springframework.boot.SpringApplication.run;9;SpringFramework;SpringApplication run;1;0;26;95;3.65;4;0.15;0.67;0.89;3;0.03;0.15;0.14
org.springframework.boot.SpringApplication.run;10;SpringFramework;SpringApplication run;5;0;52;173;3.33;1;0.02;0.88;0.44;3;0.02;0.08;0.07
org.springframework.boot.SpringApplication.setAdditionalProfiles;1;SpringFramework;SpringApplication setAdditionalProfiles;7;1;8;23;2.88;0;0.0;0.76;0.75;3;0.13;0.34;0.0
org.springframework.boot.SpringApplication.setAdditionalProfiles;2;SpringFramework;SpringApplication setAdditionalProfiles;1;1;10;76;7.6;4;0.4;0.56;0.83;6;0.08;0.36;0.0
org.springframework.boot.SpringApplication.setAdditionalProfiles;3;SpringFramework;SpringApplication setAdditionalProfiles;2;1;9;32;3.56;0;0.0;0.52;0.83;3;0.09;0.31;0.0
org.springframework.boot.SpringApplication.setAdditionalProfiles;4;SpringFramework;SpringApplication setAdditionalProfiles;9;1;9;28;3.11;0;0.0;0.66;0.83;3;0.11;0.32;0.0
org.springframework.boot.SpringApplication.setAdditionalProfiles;5;SpringFramework;SpringApplication setAdditionalProfiles;5;1;11;33;3.0;0;0.0;0.66;0.83;3;0.09;0.27;0.0
org.springframework.boot.SpringApplication.setAdditionalProfiles;6;SpringFramework;SpringApplication setAdditionalProfiles;3;0;12;34;2.83;0;0.0;0.51;0.57;3;0.09;0.27;0.0
org.springframework.boot.SpringApplication.setAdditionalProfiles;7;SpringFramework;SpringApplication setAdditionalProfiles;4;0;19;92;4.84;0;0.0;0.11;0.69;3;0.03;0.15;0.0
org.springframework.boot.SpringApplication.setAdditionalProfiles;8;SpringFramework;SpringApplication setAdditionalProfiles;8;0;6;22;3.67;0;0.0;0.65;0.8;3;0.14;0.34;0.0
org.springframework.boot.SpringApplication.setAdditionalProfiles;9;SpringFramework;SpringApplication setAdditionalProfiles;6;0;7;28;4.0;0;0.0;0.52;1.0;2;0.07;0.22;0.0
org.springframework.boot.SpringApplication.setAdditionalProfiles;10;SpringFramework;SpringApplication setAdditionalProfiles;10;0;8;38;4.75;0;0.0;0.34;0.6;3;0.08;0.26;0.0
org.springframework.boot.SpringApplication.setBannerMode;1;SpringFramework;SpringApplication setBannerMode;1;1;19;56;2.95;0;0.0;0.79;0.82;3;0.05;0.18;0.08
org.springframework.boot.SpringApplication.setBannerMode;2;SpringFramework;SpringApplication setBannerMode;10;1;5;20;4.0;0;0.0;0.68;0.8;3;0.15;0.39;0.19
org.springframework.boot.SpringApplication.setBannerMode;3;SpringFramework;SpringApplication setBannerMode;9;1;5;20;4.0;0;0.0;0.69;0.8;3;0.15;0.39;0.19
org.springframework.boot.SpringApplication.setBannerMode;4;SpringFramework;SpringApplication setBannerMode;4;1;21;70;3.33;2;0.1;0.63;0.82;3;0.04;0.18;0.08
org.springframework.boot.SpringApplication.setBannerMode;5;SpringFramework;SpringApplication setBannerMode;8;1;9;24;2.67;0;0.0;0.73;0.83;3;0.12;0.34;0.17
org.springframework.boot.SpringApplication.setBannerMode;6;SpringFramework;SpringApplication setBannerMode;7;0;12;58;4.83;0;0.0;0.55;0.83;3;0.05;0.2;0.09
org.springframework.boot.SpringApplication.setBannerMode;7;SpringFramework;SpringApplication setBannerMode;2;0;10;41;4.1;0;0.0;0.53;0.75;3;0.07;0.23;0.11
org.springframework.boot.SpringApplication.setBannerMode;8;SpringFramework;SpringApplication setBannerMode;5;0;10;59;5.9;0;0.0;0.20;1.0;3;0.05;0.2;0.09
org.springframework.boot.SpringApplication.setBannerMode;9;SpringFramework;SpringApplication setBannerMode;6;0;12;48;4.0;0;0.0;0.45;0.75;3;0.06;0.25;0.12
org.springframework.boot.SpringApplication.setBannerMode;10;SpringFramework;SpringApplication setBannerMode;3;0;7;34;4.86;0;0.0;0.42;0.67;3;0.09;0.26;0.13
org.springframework.context.ApplicationContext.containsBean;1;SpringFramework;ApplicationContext containsBean;5;1;20;62;3.1;1;0.05;0.71;0.86;6;0.1;0.32;0.14
org.springframework.context.ApplicationContext.containsBean;2;SpringFramework;ApplicationContext containsBean;2;1;16;52;3.25;1;0.06;0.67;0.8;10;0.19;0.58;0.12
org.springframework.context.ApplicationContext.containsBean;3;SpringFramework;ApplicationContext containsBean;3;1;17;68;4.0;0;0.0;0.30;0.5;8;0.12;0.46;0.1
org.springframework.context.ApplicationContext.containsBean;4;SpringFramework;ApplicationContext containsBean;9;1;10;34;3.4;0;0.0;0.63;0.86;2;0.06;0.21;0.16
org.springframework.context.ApplicationContext.containsBean;5;SpringFramework;ApplicationContext containsBean;6;1;7;25;3.57;0;0.0;0.78;1.0;4;0.16;0.39;0.43
org.springframework.context.ApplicationContext.containsBean;6;SpringFramework;ApplicationContext containsBean;1;0;22;60;2.73;0;0.0;0.31;0.67;8;0.13;0.45;0.18
org.springframework.context.ApplicationContext.containsBean;7;SpringFramework;ApplicationContext containsBean;8;0;11;27;2.45;0;0.0;0.60;1.0;2;0.07;0.2;0.14
org.springframework.context.ApplicationContext.containsBean;8;SpringFramework;ApplicationContext containsBean;4;0;6;21;3.5;0;0.0;0.31;0.67;5;0.24;0.51;0.25
org.springframework.context.ApplicationContext.containsBean;9;SpringFramework;ApplicationContext containsBean;10;0;8;23;2.88;0;0.0;0.48;0.5;2;0.09;0.23;0.19
org.springframework.context.ApplicationContext.containsBean;10;SpringFramework;ApplicationContext containsBean;7;0;24;52;2.17;0;0.0;0.21;1.0;2;0.04;0.12;0.09
org.springframework.context.ApplicationContext.getAutowireCapableBeanFactory;1;SpringFramework;ApplicationContext getAutowireCapableBeanFactory;7;1;11;28;2.55;0;0.0;0.40;1.0;2;0.07;0.19;0.0
org.springframework.context.ApplicationContext.getAutowireCapableBeanFactory;2;SpringFramework;ApplicationContext getAutowireCapableBeanFactory;10;1;4;13;3.25;0;0.0;0.48;1.0;2;0.15;0.25;0.0
org.springframework.context.ApplicationContext.getAutowireCapableBeanFactory;3;SpringFramework;ApplicationContext getAutowireCapableBeanFactory;6;1;5;32;6.4;2;0.4;0.59;0.67;2;0.06;0.22;0.0
org.springframework.context.ApplicationContext.getAutowireCapableBeanFactory;4;SpringFramework;ApplicationContext getAutowireCapableBeanFactory;4;1;3;10;3.33;0;0.0;0.50;1.0;4;0.4;0.71;0.0
org.springframework.context.ApplicationContext.getAutowireCapableBeanFactory;5;SpringFramework;ApplicationContext getAutowireCapableBeanFactory;5;1;2;7;3.5;0;0.0;0.35;1.0;2;0.29;0.47;0.0
org.springframework.context.ApplicationContext.getAutowireCapableBeanFactory;6;SpringFramework;ApplicationContext getAutowireCapableBeanFactory;3;0;12;34;2.83;0;0.0;0.29;0.57;5;0.15;0.42;0.0
org.springframework.context.ApplicationContext.getAutowireCapableBeanFactory;7;SpringFramework;ApplicationContext getAutowireCapableBeanFactory;2;0;10;44;4.4;0;0.0;0.29;1.0;6;0.14;0.44;0.0
org.springframework.context.ApplicationContext.getAutowireCapableBeanFactory;8;SpringFramework;ApplicationContext getAutowireCapableBeanFactory;1;0;19;80;4.21;0;0.0;0.07;0.5;5;0.06;0.27;0.0
org.springframework.context.ApplicationContext.getAutowireCapableBeanFactory;9;SpringFramework;ApplicationContext getAutowireCapableBeanFactory;8;0;10;29;2.9;0;0.0;0.41;0.5;2;0.07;0.2;0.0
org.springframework.context.ApplicationContext.getAutowireCapableBeanFactory;10;SpringFramework;ApplicationContext getAutowireCapableBeanFactory;9;0;14;56;4.0;0;0.0;0.14;0.75;2;0.04;0.14;0.0
org.springframework.context.ApplicationContext.getBean;1;SpringFramework;ApplicationContext getBean;8;1;13;37;2.85;0;0.0;0.68;0.9;1;0.03;0.09;0.0
org.springframework.context.ApplicationContext.getBean;2;SpringFramework;ApplicationContext getBean;7;1;8;28;3.5;0;0.0;0.74;0.75;2;0.07;0.22;0.15
org.springframework.context.ApplicationContext.getBean;3;SpringFramework;ApplicationContext getBean;6;1;8;20;2.5;0;0.0;0.66;0.67;2;0.1;0.22;0.17
org.springframework.context.ApplicationContext.getBean;4;SpringFramework;ApplicationContext getBean;5;1;9;26;2.89;0;0.0;0.45;0.83;3;0.12;0.32;0.0
org.springframework.context.ApplicationContext.getBean;5;SpringFramework;ApplicationContext getBean;1;1;8;25;3.12;0;0.0;0.68;0.75;4;0.16;0.45;0.17
org.springframework.context.ApplicationContext.getBean;6;SpringFramework;ApplicationContext getBean;3;0;21;88;4.19;0;0.0;0.22;0.5;6;0.07;0.2;0.26
org.springframework.context.ApplicationContext.getBean;7;SpringFramework;ApplicationContext getBean;2;0;17;86;5.06;0;0.0;0.37;0.23;14;0.16;0.39;0.55
org.springframework.context.ApplicationContext.getBean;8;SpringFramework;ApplicationContext getBean;10;0;7;24;3.43;0;0.0;0.60;0.6;2;0.08;0.23;0.2
org.springframework.context.ApplicationContext.getBean;9;SpringFramework;ApplicationContext getBean;4;0;7;23;3.29;0;0.0;0.63;0.2;3;0.13;0.32;0.42
org.springframework.context.ApplicationContext.getBean;10;SpringFramework;ApplicationContext getBean;9;0;5;23;4.6;0;0.0;0.54;0.75;5;0.22;0.52;0.25
org.springframework.context.ApplicationContext.getBeanDefinitionNames;1;SpringFramework;ApplicationContext getBeanDefinitionNames;5;1;9;26;2.89;0;0.0;0.45;0.83;4;0.15;0.43;0.0
org.springframework.context.ApplicationContext.getBeanDefinitionNames;2;SpringFramework;ApplicationContext getBeanDefinitionNames;10;1;7;16;2.29;0;0.0;0.58;1.0;4;0.25;0.55;0.0
org.springframework.context.ApplicationContext.getBeanDefinitionNames;3;SpringFramework;ApplicationContext getBeanDefinitionNames;2;1;13;46;3.54;0;0.0;0.31;1.0;5;0.11;0.36;0.0
org.springframework.context.ApplicationContext.getBeanDefinitionNames;4;SpringFramework;ApplicationContext getBeanDefinitionNames;7;1;16;46;2.88;0;0.0;0.81;0.9;2;0.04;0.15;0.0
org.springframework.context.ApplicationContext.getBeanDefinitionNames;5;SpringFramework;ApplicationContext getBeanDefinitionNames;8;1;15;35;2.33;0;0.0;0.69;0.89;2;0.06;0.18;0.0
org.springframework.context.ApplicationContext.getBeanDefinitionNames;6;SpringFramework;ApplicationContext getBeanDefinitionNames;1;0;18;81;4.5;3;0.17;0.18;0.67;7;0.09;0.32;0.0
org.springframework.context.ApplicationContext.getBeanDefinitionNames;7;SpringFramework;ApplicationContext getBeanDefinitionNames;3;0;14;36;2.57;0;0.0;0.53;1.0;5;0.14;0.39;0.0
org.springframework.context.ApplicationContext.getBeanDefinitionNames;8;SpringFramework;ApplicationContext getBeanDefinitionNames;6;0;10;37;3.7;0;0.0;0.52;0.83;2;0.05;0.18;0.0
org.springframework.context.ApplicationContext.getBeanDefinitionNames;9;SpringFramework;ApplicationContext getBeanDefinitionNames;9;0;9;21;2.33;0;0.0;0.52;1.0;2;0.1;0.25;0.0
org.springframework.context.ApplicationContext.getBeanDefinitionNames;10;SpringFramework;ApplicationContext getBeanDefinitionNames;4;0;13;42;3.23;0;0.0;0.53;1.0;4;0.1;0.3;0.0
org.springframework.context.ApplicationContext.publishEvent;1;SpringFramework;ApplicationContext publishEvent;2;1;28;86;3.07;0;0.0;0.59;0.8;8;0.09;0.33;0.06
org.springframework.context.ApplicationContext.publishEvent;2;SpringFramework;ApplicationContext publishEvent;1;1;16;66;4.12;1;0.06;0.77;0.83;9;0.14;0.47;0.08
org.springframework.context.ApplicationContext.publishEvent;3;SpringFramework;ApplicationContext publishEvent;6;1;19;57;3.0;0;0.0;0.65;0.7;3;0.05;0.18;0.17
org.springframework.context.ApplicationContext.publishEvent;4;SpringFramework;ApplicationContext publishEvent;4;1;10;35;3.5;0;0.0;0.72;0.57;4;0.11;0.4;0.14
org.springframework.context.ApplicationContext.publishEvent;5;SpringFramework;ApplicationContext publishEvent;10;1;4;18;4.5;0;0.0;0.47;0.33;2;0.11;0.22;0.34
org.springframework.context.ApplicationContext.publishEvent;6;SpringFramework;ApplicationContext publishEvent;9;0;14;67;4.79;5;0.36;0.83;1.0;2;0.03;0.11;0.07
org.springframework.context.ApplicationContext.publishEvent;7;SpringFramework;ApplicationContext publishEvent;8;0;9;48;5.33;3;0.33;0.42;0.86;3;0.06;0.24;0.1
org.springframework.context.ApplicationContext.publishEvent;8;SpringFramework;ApplicationContext publishEvent;7;0;18;52;2.89;0;0.0;0.42;0.43;3;0.06;0.19;0.09
org.springframework.context.ApplicationContext.publishEvent;9;SpringFramework;ApplicationContext publishEvent;3;0;10;60;6.0;0;0.0;0.09;0.57;8;0.13;0.4;0.08
org.springframework.context.ApplicationContext.publishEvent;10;SpringFramework;ApplicationContext publishEvent;5;0;9;27;3.0;0;0.0;0.91;0.67;3;0.11;0.38;0.19
org.springframework.validation.BindingResult.getFieldErrors;1;SpringFramework;BindingResult getFieldErrors;6;1;31;67;2.16;0;0.0;0.36;0.77;5;0.07;0.3;0.3
org.springframework.validation.BindingResult.getFieldErrors;2;SpringFramework;BindingResult getFieldErrors;9;1;4;16;4.0;0;0.0;0.39;1.0;2;0.12;0.28;0.24
org.springframework.validation.BindingResult.getFieldErrors;3;SpringFramework;BindingResult getFieldErrors;3;1;9;25;2.78;0;0.0;0.55;1.0;4;0.16;0.4;0.43
org.springframework.validation.BindingResult.getFieldErrors;4;SpringFramework;BindingResult getFieldErrors;8;1;4;14;3.5;0;0.0;0.49;1.0;2;0.14;0.32;0.29
org.springframework.validation.BindingResult.getFieldErrors;5;SpringFramework;BindingResult getFieldErrors;5;1;21;63;3.0;3;0.14;0.58;0.75;2;0.03;0.13;0.13
org.springframework.validation.BindingResult.getFieldErrors;6;SpringFramework;BindingResult getFieldErrors;7;0;13;49;3.77;0;0.0;0.21;0.82;4;0.08;0.29;0.35
org.springframework.validation.BindingResult.getFieldErrors;7;SpringFramework;BindingResult getFieldErrors;2;0;14;44;3.14;0;0.0;0.33;0.78;5;0.11;0.37;0.36
org.springframework.validation.BindingResult.getFieldErrors;8;SpringFramework;BindingResult getFieldErrors;4;0;14;70;5.0;0;0.0;0.15;0.73;3;0.04;0.17;0.18
org.springframework.validation.BindingResult.getFieldErrors;9;SpringFramework;BindingResult getFieldErrors;10;0;12;41;3.42;0;0.0;0.29;0.8;2;0.05;0.15;0.15
org.springframework.validation.BindingResult.getFieldErrors;10;SpringFramework;BindingResult getFieldErrors;1;0;5;17;3.4;0;0.0;0.50;0.5;5;0.29;0.64;0.68
org.springframework.validation.BindingResult.getGlobalErrors;1;SpringFramework;BindingResult getGlobalErrors;5;1;13;72;5.54;1;0.08;0.07;0.92;1;0.01;0.05;0.04
org.springframework.validation.BindingResult.getGlobalErrors;2;SpringFramework;BindingResult getGlobalErrors;3;1;31;67;2.16;0;0.0;0.36;0.77;5;0.07;0.3;0.3
org.springframework.validation.BindingResult.getGlobalErrors;3;SpringFramework;BindingResult getGlobalErrors;4;1;18;50;2.78;5;0.28;0.07;0.89;1;0.02;0.06;0.06
org.springframework.validation.BindingResult.getGlobalErrors;4;SpringFramework;BindingResult getGlobalErrors;10;1;9;39;4.33;0;0.0;0.47;0.88;2;0.05;0.17;0.17
org.springframework.validation.BindingResult.getGlobalErrors;5;SpringFramework;BindingResult getGlobalErrors;6;1;12;55;4.58;0;0.0;0.06;0.92;5;0.09;0.35;0.36
org.springframework.validation.BindingResult.getGlobalErrors;6;SpringFramework;BindingResult getGlobalErrors;9;0;14;53;3.79;0;0.0;0.20;0.73;2;0.04;0.13;0.13
org.springframework.validation.BindingResult.getGlobalErrors;7;SpringFramework;BindingResult getGlobalErrors;7;0;10;43;4.3;0;0.0;0.13;0.83;5;0.12;0.3;0.31
org.springframework.validation.BindingResult.getGlobalErrors;8;SpringFramework;BindingResult getGlobalErrors;8;0;12;46;3.83;0;0.0;0.23;0.71;2;0.04;0.13;0.14
org.springframework.validation.BindingResult.getGlobalErrors;9;SpringFramework;BindingResult getGlobalErrors;2;0;26;109;4.19;0;0.0;0.01;0.75;2;0.02;0.06;0.06
org.springframework.validation.BindingResult.getGlobalErrors;10;SpringFramework;BindingResult getGlobalErrors;1;0;8;33;4.12;0;0.0;0.18;1.0;5;0.15;0.4;0.4
org.springframework.validation.BindingResult.hasErrors;1;SpringFramework;BindingResult hasErrors;8;1;7;17;2.43;0;0.0;0.66;0.6;4;0.24;0.54;0.54
org.springframework.validation.BindingResult.hasErrors;2;SpringFramework;BindingResult hasErrors;9;1;10;29;2.9;0;0.0;0.62;0.67;4;0.14;0.37;0.38
org.springframework.validation.BindingResult.hasErrors;3;SpringFramework;BindingResult hasErrors;2;1;11;40;3.64;0;0.0;0.55;0.88;4;0.1;0.27;0.27
org.springframework.validation.BindingResult.hasErrors;4;SpringFramework;BindingResult hasErrors;7;1;16;47;2.94;5;0.31;0.85;0.86;2;0.04;0.17;0.16
org.springframework.validation.BindingResult.hasErrors;5;SpringFramework;BindingResult hasErrors;10;1;9;28;3.11;0;0.0;0.71;0.88;4;0.14;0.37;0.36
org.springframework.validation.BindingResult.hasErrors;6;SpringFramework;BindingResult hasErrors;3;0;24;89;3.71;0;0.0;0.31;0.67;3;0.03;0.13;0.12
org.springframework.validation.BindingResult.hasErrors;7;SpringFramework;BindingResult hasErrors;6;0;15;49;3.27;0;0.0;0.54;0.78;2;0.04;0.15;0.14
org.springframework.validation.BindingResult.hasErrors;8;SpringFramework;BindingResult hasErrors;1;0;20;62;3.1;0;0.0;0.45;0.71;5;0.08;0.25;0.28
org.springframework.validation.BindingResult.hasErrors;9;SpringFramework;BindingResult hasErrors;4;0;21;87;4.14;0;0.0;0.33;0.5;2;0.02;0.09;0.09
org.springframework.validation.BindingResult.hasErrors;10;SpringFramework;BindingResult hasErrors;5;0;14;76;5.43;0;0.0;0.06;0.78;2;0.03;0.09;0.08
org.springframework.validation.BindingResult.hasFieldErrors;1;SpringFramework;BindingResult hasFieldErrors;1;1;6;21;3.5;0;0.0;0.44;1.0;5;0.24;0.5;0.5
org.springframework.validation.BindingResult.hasFieldErrors;2;SpringFramework;BindingResult hasFieldErrors;9;1;9;27;3.0;0;0.0;0.73;0.5;2;0.07;0.19;0.19
org.springframework.validation.BindingResult.hasFieldErrors;3;SpringFramework;BindingResult hasFieldErrors;7;1;6;12;2.0;2;0.33;0.85;1;3;0.25;0.5;0.5
org.springframework.validation.BindingResult.hasFieldErrors;4;SpringFramework;BindingResult hasFieldErrors;6;1;10;35;3.5;0;0.0;0.59;0.71;4;0.11;0.35;0.39
org.springframework.validation.BindingResult.hasFieldErrors;5;SpringFramework;BindingResult hasFieldErrors;5;1;15;79;5.27;0;0.0;0.64;0.8;1;0.01;0.04;0.04
